Municipality   ,Population     ,Males     ,Females   ,0-4       ,5-9       ,10-14     ,15-19     ,20-24     ,25-29     ,30-34     ,35-39     ,40-44     ,45-49     ,50-54     ,55-59     ,60-64     ,65-69     ,70-74     ,75-79     ,80+       
25295          ,14831          ,7299      ,7532      ,1688      ,1616      ,1601      ,1496      ,1398      ,1204      ,1105      ,965       ,842       ,822       ,641       ,476       ,332       ,227       ,170       ,122       ,126       
25297          ,11163          ,5490      ,5673      ,1071      ,953       ,903       ,938       ,990       ,936       ,653       ,554       ,583       ,575       ,645       ,501       ,471       ,410       ,362       ,272       ,346       
25299          ,4011           ,2020      ,1991      ,301       ,291       ,263       ,346       ,359       ,341       ,252       ,231       ,206       ,228       ,239       ,219       ,186       ,155       ,128       ,123       ,143       
25307          ,105701         ,49920     ,55781     ,7755      ,7835      ,8017      ,8095      ,8904      ,9119      ,7446      ,6650      ,6258      ,6840      ,7081      ,6019      ,4790      ,3815      ,2764      ,2138      ,2175      
25312          ,8877           ,4426      ,4451      ,887       ,873       ,861       ,749       ,802       ,830       ,691       ,551       ,454       ,478       ,454       ,392       ,303       ,198       ,152       ,98        ,104       
25317          ,11372          ,5883      ,5489      ,1052      ,1001      ,960       ,939       ,983       ,1104      ,886       ,709       ,690       ,645       ,626       ,549       ,392       ,301       ,204       ,151       ,180       
25320          ,39063          ,19494     ,19569     ,3759      ,3680      ,3648      ,3326      ,3262      ,3091      ,2070      ,1860      ,1982      ,2119      ,2418      ,2031      ,1645      ,1448      ,1076      ,809       ,839       
25322          ,15003          ,7661      ,7342      ,1433      ,1428      ,1433      ,1446      ,1389      ,1332      ,1082      ,932       ,853       ,832       ,809       ,571       ,456       ,367       ,267       ,171       ,202       
25324          ,2649           ,1303      ,1346      ,255       ,257       ,245       ,251       ,246       ,224       ,210       ,189       ,171       ,149       ,136       ,94        ,72        ,57        ,40        ,25        ,28        
25326          ,6924           ,3571      ,3353      ,643       ,602       ,605       ,626       ,657       ,591       ,430       ,370       ,412       ,456       ,398       ,333       ,238       ,180       ,145       ,117       ,121       
25328          ,3644           ,1864      ,1780      ,328       ,323       ,323       ,345       ,350       ,285       ,231       ,212       ,232       ,246       ,204       ,164       ,120       ,91        ,70        ,60        ,60        
25335          ,4959           ,2448      ,2511      ,412       ,393       ,380       ,405       ,408       ,331       ,251       ,228       ,253       ,266       ,316       ,260       ,267       ,236       ,207       ,154       ,192       
25339          ,4174           ,2111      ,2063      ,410       ,369       ,340       ,403       ,442       ,389       ,297       ,236       ,249       ,231       ,203       ,162       ,123       ,114       ,87        ,60        ,59        
25368          ,2683           ,1389      ,1294      ,297       ,284       ,268       ,270       ,260       ,210       ,173       ,178       ,158       ,133       ,106       ,84        ,81        ,61        ,44        ,39        ,37        
25372          ,8644           ,4233      ,4411      ,733       ,698       ,693       ,742       ,840       ,685       ,480       ,435       ,460       ,463       ,525       ,434       ,384       ,312       ,269       ,225       ,266       
25377          ,27878          ,13944     ,13934     ,2251      ,2275      ,2372      ,2329      ,2444      ,2461      ,2070      ,1811      ,1701      ,1902      ,1827      ,1502      ,1063      ,726       ,480       ,333       ,331       
25386          ,31823          ,15694     ,16129     ,2478      ,2549      ,2599      ,2661      ,2778      ,2517      ,2403      ,2258      ,2092      ,2258      ,2144      ,1753      ,1234      ,828       ,540       ,367       ,364       
25394          ,10824          ,5300      ,5524      ,919       ,874       ,868       ,929       ,1052      ,853       ,601       ,545       ,577       ,580       ,658       ,543       ,482       ,391       ,338       ,282       ,332       
25398          ,7035           ,3445      ,3590      ,595       ,567       ,563       ,603       ,683       ,555       ,391       ,354       ,376       ,378       ,429       ,353       ,314       ,254       ,220       ,184       ,216       
25402          ,14326          ,7014      ,7312      ,1216      ,1156      ,1149      ,1229      ,1392      ,1131      ,796       ,721       ,763       ,767       ,871       ,719       ,638       ,518       ,447       ,373       ,440       
25407          ,10305          ,5406      ,4899      ,1058      ,960       ,906       ,942       ,992       ,987       ,712       ,631       ,610       ,602       ,533       ,417       ,294       ,222       ,164       ,138       ,137       
25426          ,6272           ,3084      ,3188      ,602       ,535       ,507       ,526       ,557       ,524       ,367       ,312       ,328       ,323       ,363       ,281       ,265       ,230       ,204       ,153       ,195       
25430          ,79120          ,39613     ,39507     ,7105      ,7253      ,7395      ,7058      ,6894      ,7321      ,6883      ,6017      ,5163      ,4799      ,4098      ,3076      ,2189      ,1541      ,1014      ,679       ,635       
25436          ,4732           ,2348      ,2384      ,416       ,437       ,445       ,445       ,432       ,397       ,412       ,379       ,326       ,299       ,253       ,178       ,119       ,79        ,50        ,34        ,31        
25438          ,10134          ,5358      ,4776      ,1172      ,1030      ,1017      ,944       ,1040      ,936       ,661       ,516       ,487       ,481       ,417       ,355       ,293       ,276       ,204       ,157       ,148       
25473          ,84841          ,42129     ,42712     ,7679      ,7556      ,7771      ,8198      ,7687      ,7767      ,5877      ,5521      ,5387      ,5776      ,5082      ,3704      ,2433      ,1723      ,1145      ,790       ,745       
25483          ,2218           ,1067      ,1151      ,194       ,194       ,194       ,210       ,207       ,186       ,176       ,179       ,172       ,172       ,135       ,84        ,45        ,29        ,16        ,14        ,11        
25486          ,13707          ,7008      ,6699      ,1399      ,1392      ,1409      ,1314      ,1314      ,1314      ,1021      ,808       ,792       ,720       ,702       ,513       ,354       ,244       ,150       ,131       ,130       
25488          ,18856          ,12763     ,6093      ,1490      ,1307      ,1290      ,3065      ,4249      ,1779      ,1177      ,840       ,673       ,614       ,530       ,450       ,373       ,351       ,262       ,205       ,201       
25489          ,6810           ,3350      ,3460      ,692       ,632       ,616       ,592       ,617       ,604       ,399       ,340       ,348       ,357       ,391       ,320       ,253       ,225       ,167       ,126       ,131       
25491          ,8055           ,4121      ,3934      ,530       ,511       ,505       ,678       ,623       ,489       ,359       ,472       ,544       ,474       ,446       ,401       ,528       ,366       ,353       ,392       ,384       
25506          ,4070           ,2157      ,1913      ,273       ,259       ,239       ,324       ,349       ,318       ,237       ,214       ,209       ,232       ,271       ,297       ,233       ,200       ,150       ,128       ,137       
25513          ,27388          ,13717     ,13671     ,2459      ,2445      ,2485      ,2495      ,2500      ,2336      ,1936      ,1734      ,1688      ,1713      ,1587      ,1233      ,832       ,646       ,490       ,394       ,415       
25518          ,4407           ,2013      ,2394      ,424       ,379       ,326       ,336       ,342       ,295       ,232       ,247       ,258       ,249       ,270       ,230       ,229       ,205       ,146       ,115       ,124       
25524          ,5676           ,3039      ,2637      ,515       ,487       ,467       ,506       ,483       ,458       ,329       ,273       ,294       ,349       ,368       ,284       ,234       ,203       ,146       ,133       ,147       
25530          ,7754           ,4063      ,3691      ,836       ,764       ,732       ,681       ,667       ,665       ,541       ,464       ,449       ,403       ,371       ,302       ,253       ,221       ,176       ,126       ,103       
25535          ,12271          ,6118      ,6153      ,1227      ,1206      ,1190      ,1036      ,1108      ,1145      ,956       ,762       ,628       ,660       ,628       ,542       ,419       ,274       ,210       ,136       ,144       
25572          ,19009          ,10035     ,8974      ,1843      ,1826      ,1798      ,1835      ,1689      ,1477      ,1301      ,1055      ,995       ,1086      ,977       ,841       ,729       ,508       ,436       ,310       ,303       
25580          ,3007           ,1499      ,1508      ,262       ,259       ,262       ,249       ,288       ,281       ,222       ,195       ,193       ,194       ,172       ,135       ,96        ,71        ,51        ,39        ,38        
25592          ,4745           ,2581      ,2164      ,471       ,425       ,408       ,429       ,427       ,313       ,191       ,203       ,196       ,212       ,250       ,296       ,258       ,200       ,177       ,133       ,156       
25594          ,7193           ,3664      ,3529      ,587       ,574       ,551       ,543       ,553       ,640       ,525       ,466       ,450       ,462       ,436       ,382       ,305       ,224       ,188       ,146       ,161       
25596          ,8168           ,4230      ,3938      ,901       ,871       ,811       ,790       ,763       ,783       ,510       ,439       ,397       ,373       ,324       ,316       ,278       ,192       ,154       ,132       ,134       
25599          ,7812           ,4046      ,3766      ,699       ,658       ,631       ,602       ,695       ,634       ,367       ,351       ,400       ,468       ,415       ,423       ,402       ,327       ,269       ,219       ,252       
25612          ,9579           ,4749      ,4830      ,780       ,756       ,735       ,827       ,796       ,830       ,619       ,635       ,570       ,627       ,521       ,514       ,422       ,309       ,253       ,187       ,198       
25645          ,13148          ,6484      ,6664      ,1024      ,1054      ,1074      ,1099      ,1148      ,1039      ,992       ,933       ,864       ,933       ,886       ,724       ,510       ,342       ,224       ,152       ,150       
25649          ,10705          ,5249      ,5456      ,1002      ,934       ,930       ,926       ,974       ,738       ,551       ,511       ,499       ,587       ,615       ,516       ,485       ,441       ,365       ,305       ,326       
25653          ,5348           ,2871      ,2477      ,535       ,497       ,481       ,443       ,461       ,491       ,369       ,310       ,289       ,311       ,289       ,227       ,172       ,142       ,133       ,103       ,95        
25658          ,9732           ,5069      ,4663      ,952       ,932       ,920       ,833       ,785       ,781       ,587       ,517       ,552       ,578       ,572       ,449       ,349       ,292       ,227       ,191       ,215       
25662          ,9668           ,4785      ,4883      ,903       ,852       ,820       ,903       ,957       ,790       ,515       ,491       ,547       ,592       ,520       ,459       ,378       ,287       ,242       ,200       ,212       
25718          ,10742          ,5487      ,5255      ,895       ,854       ,846       ,885       ,887       ,786       ,505       ,429       ,507       ,602       ,642       ,609       ,626       ,533       ,456       ,312       ,368       
25736          ,14410          ,7241      ,7169      ,1384      ,1370      ,1377      ,1331      ,1336      ,1237      ,1108      ,949       ,827       ,807       ,757       ,618       ,442       ,323       ,216       ,162       ,166       
25740          ,39117          ,19631     ,19486     ,3395      ,3360      ,3403      ,3786      ,3561      ,3391      ,2923      ,2478      ,2474      ,2379      ,2309      ,1639      ,1318      ,978       ,626       ,556       ,541       
25743          ,22020          ,10562     ,11458     ,1855      ,1857      ,1784      ,2042      ,1917      ,1689      ,1724      ,1582      ,1554      ,1445      ,1349      ,933       ,757       ,563       ,361       ,314       ,294       
